id,first_name,last_name,email,password,province,work_field,education,finished_jobs,canceled_jobs,ongoing_jobs,accepted_jobs,productivity_index,rating,reviews,followers,followed,comments,months_since_signup
989,Glenn,Jansen,gjansenrg@imgur.com,duahD2,Panama Oeste,Albañileria,Profesional,32,25,91,148,70.88,1.8,6238,4941,300,4617,18
990,Oralla,Youngs,oyoungsrh@1688.com,agtEG7mJrd,Chiriqui,Desarrollo Web,Profesional,99,69,85,253,95.05,4.1,1080,4769,547,4908,53
991,Ceciley,Crossley,ccrossleyri@quantcast.com,gUqzkK,Panama Oeste,Desarrollo Web,Profesional,27,17,65,109,8.72,3.1,3249,2808,673,2240,48
992,Arlana,Blaise,ablaiserj@fema.gov,Y2aiNvA46Bdi,Darien,Electricidad,Autodidacta,84,99,55,238,82.57,1.6,4896,1564,944,1539,52
993,Logan,Doore,ldoorerk@cloudflare.com,KmnutS,Chiriqui,Electricidad,Profesional,99,85,62,246,49.74,1.0,4233,9960,979,364,56
994,Allix,Posthill,aposthillrl@ovh.net,leiN9Eln,Panama Oeste,Plomeria,Profesional,83,83,4,170,71.01,1.7,2120,233,808,5019,29
995,Lorne,Clarridge,lclarridgerm@typepad.com,fryE8L0J,Veraguas,Electronica,Profesional,96,48,27,171,63.02,1.9,7140,4885,926,3677,18
996,Tobias,Bullen,tbullenrn@4shared.com,rLFTAZV,Panama,Belleza y Estetica,Profesional,89,39,45,173,78.86,3.5,2471,6600,151,3801,55
997,Daven,Feeley,dfeeleyro@trellian.com,Rg7xavVt,Bocas del Toro,Cocinero,Profesional,96,53,29,178,49.41,4.4,298,7032,140,3405,51
998,Ginni,Elldred,gelldredrp@usda.gov,vGL2gH6G9fJ,Panama Oeste,Diseño Grafico,Autodidacta,100,85,1,186,77.51,4.7,6951,1793,191,2454,37
999,Caitrin,Kiggel,ckiggelrq@slideshare.net,GIm0DskHSoR,Darien,Cocinero,Profesional,97,9,21,127,69.67,3.2,1350,6966,996,6723,40
1000,Boony,Beardmore,bbeardmorerr@nymag.com,0fWOSHExwqX,Panama Oeste,Electronica,Autodidacta,3,7,71,81,78.41,4.0,7375,6149,960,89,56
